feedback_id,project_id,user_id,feedback_type,feedback_text,priority,sentiment,channel,created_at
FDBK00000255,PROJ000217,USR000163,Complaint,Too many unnecessary notifications.,Medium,Negative,Web,2024-11-18
FDBK00000256,PROJ000045,USR000543,Question,Where can I export analytics?,Low,Positive,Email,2025-11-12
FDBK00000257,PROJ000034,USR000687,Complaint,Workflow is confusing.,Critical,Negative,Web,2026-03-09
FDBK00000258,PROJ000025,USR000516,Question,Where can I export analytics?,Low,Positive,Email,2026-07-15
FDBK00000259,PROJ000232,USR000752,Complaint,Too many unnecessary notifications.,High,Positive,Email,2024-11-18
FDBK00000260,PROJ000031,USR000078,Bug Report,Search results are inaccurate.,Low,Neutral,Survey,2024-11-06
FDBK00000261,PROJ000225,USR000569,Bug Report,Dashboard takes too long to load.,Critical,Negative,Mobile,2026-01-07
FDBK00000262,PROJ000181,USR000463,Bug Report,Dashboard takes too long to load.,Critical,Positive,Survey,2024-11-04
FDBK00000263,PROJ000047,USR000128,Feature Request,Enable custom dashboard widgets.,Low,Positive,Mobile,2025-12-11
FDBK00000264,PROJ000081,USR000649,Improvement,Simplify navigation menus.,Low,Negative,Support Ticket,2026-02-23
FDBK00000265,PROJ000120,USR000237,Improvement,Optimize search experience.,Critical,Positive,Survey,2025-02-01
FDBK00000266,PROJ000166,USR000367,Question,How do I archive projects?,High,Positive,Email,2026-05-21
FDBK00000267,PROJ000220,USR000185,Improvement,Optimize search experience.,Low,Negative,Support Ticket,2024-12-10
FDBK00000268,PROJ000082,USR000057,Complaint,Application freezes frequently.,Low,Neutral,Email,2025-07-23
FDBK00000269,PROJ000247,USR000613,Improvement,Improve application performance.,High,Negative,Email,2025-11-07
FDBK00000270,PROJ000233,USR000107,Bug Report,Login page becomes unresponsive after timeout.,Medium,Positive,Web,2024-12-08
FDBK00000271,PROJ000137,USR000146,Bug Report,Application crashes while generating reports.,High,Neutral,Mobile,2025-02-03
FDBK00000272,PROJ000062,USR000519,Improvement,Reduce loading times.,High,Negative,Survey,2025-02-05
FDBK00000273,PROJ000087,USR000082,Feature Request,Integrate with Slack notifications.,Critical,Positive,Web,2026-04-11
FDBK00000274,PROJ000164,USR000276,Improvement,Optimize search experience.,Medium,Positive,Mobile,2025-11-07
FDBK00000275,PROJ000146,USR000713,Praise,Fast and reliable platform.,High,Neutral,Support Ticket,2025-12-31
FDBK00000276,PROJ000202,USR000223,Bug Report,Dashboard takes too long to load.,Critical,Neutral,Support Ticket,2025-11-21
FDBK00000277,PROJ000217,USR000360,Feature Request,Support multilingual interface.,High,Negative,Support Ticket,2025-12-05
FDBK00000278,PROJ000242,USR000520,Bug Report,Application crashes while generating reports.,Medium,Neutral,Web,2024-08-31
FDBK00000279,PROJ000025,USR000180,Feature Request,Support multilingual interface.,Low,Negative,Mobile,2024-11-02
FDBK00000280,PROJ000171,USR000795,Question,Can I restore deleted tickets?,Low,Neutral,Survey,2025-07-14
FDBK00000281,PROJ000054,USR000747,Praise,Fast and reliable platform.,Medium,Negative,Survey,2025-08-12
FDBK00000282,PROJ000062,USR000242,Complaint,Support response is too slow.,Medium,Neutral,Mobile,2026-03-28
FDBK00000283,PROJ000022,USR000246,Feature Request,Support multilingual interface.,Low,Positive,Web,2025-08-25
FDBK00000284,PROJ000141,USR000154,Feature Request,Support multilingual interface.,Critical,Negative,Support Ticket,2025-12-26
FDBK00000285,PROJ000040,USR000215,Question,Can I restore deleted tickets?,Critical,Neutral,Support Ticket,2025-12-12
FDBK00000286,PROJ000124,USR000648,Praise,Excellent dashboard experience.,Critical,Negative,Web,2025-03-07
FDBK00000287,PROJ000242,USR000470,Bug Report,Login page becomes unresponsive after timeout.,High,Neutral,Email,2025-05-09
FDBK00000288,PROJ000187,USR000584,Praise,Fast and reliable platform.,Low,Negative,Email,2025-05-11
FDBK00000289,PROJ000106,USR000408,Improvement,Simplify navigation menus.,Medium,Neutral,Support Ticket,2025-04-02
FDBK00000290,PROJ000123,USR000403,Complaint,Too many unnecessary notifications.,High,Neutral,Web,2025-05-09
FDBK00000291,PROJ000224,USR000503,Complaint,Too many unnecessary notifications.,Critical,Neutral,Mobile,2025-04-30
FDBK00000292,PROJ000021,USR000115,Improvement,Improve application performance.,Critical,Negative,Support Ticket,2024-08-10
FDBK00000293,PROJ000061,USR000025,Praise,Great collaboration features.,Low,Positive,Support Ticket,2026-02-02
FDBK00000294,PROJ000080,USR000245,Praise,Very intuitive interface.,Low,Neutral,Web,2025-02-04
FDBK00000295,PROJ000155,USR000629,Feature Request,Integrate with Slack notifications.,Critical,Positive,Mobile,2025-11-02
FDBK00000296,PROJ000068,USR000347,Improvement,Reduce loading times.,Critical,Positive,Mobile,2025-02-16
FDBK00000297,PROJ000118,USR000367,Question,How do permissions work?,Medium,Positive,Survey,2025-03-12
FDBK00000298,PROJ000101,USR000726,Feature Request,Support multilingual interface.,High,Negative,Survey,2025-05-23
FDBK00000299,PROJ000149,USR000375,Feature Request,Add dark mode support.,Critical,Positive,Web,2025-01-24
FDBK00000300,PROJ000074,USR000200,Question,How do permissions work?,High,Neutral,Mobile,2025-06-20
FDBK00000301,PROJ000085,USR000698,Complaint,Application freezes frequently.,Critical,Neutral,Email,2025-03-30
FDBK00000302,PROJ000120,USR000748,Question,Is API access available?,Low,Positive,Support Ticket,2026-02-02
FDBK00000303,PROJ000029,USR000013,Praise,Very intuitive interface.,Critical,Positive,Support Ticket,2025-12-13
FDBK00000304,PROJ000092,USR000495,Question,How do permissions work?,High,Positive,Survey,2024-09-15
FDBK00000305,PROJ000129,USR000741,Complaint,Application freezes frequently.,Critical,Positive,Survey,2026-07-16
FDBK00000306,PROJ000184,USR000283,Question,Can I restore deleted tickets?,Critical,Neutral,Survey,2026-02-16
FDBK00000307,PROJ000236,USR000106,Question,How do permissions work?,Critical,Negative,Support Ticket,2025-06-30
FDBK00000308,PROJ000118,USR000121,Improvement,Reduce loading times.,Low,Negative,Mobile,2025-11-22
FDBK00000309,PROJ000216,USR000412,Improvement,Simplify navigation menus.,Medium,Neutral,Email,2025-06-13
FDBK00000310,PROJ000171,USR000486,Bug Report,Dashboard takes too long to load.,Medium,Negative,Web,2025-11-19
FDBK00000311,PROJ000030,USR000316,Complaint,Reports are difficult to understand.,Medium,Negative,Email,2025-10-30
FDBK00000312,PROJ000016,USR000204,Bug Report,Dashboard takes too long to load.,Low,Positive,Survey,2025-05-11
FDBK00000313,PROJ000059,USR000527,Improvement,Optimize search experience.,Critical,Neutral,Support Ticket,2025-12-28
FDBK00000314,PROJ000164,USR000660,Improvement,Optimize search experience.,Critical,Neutral,Email,2026-04-02
FDBK00000315,PROJ000237,USR000157,Complaint,Reports are difficult to understand.,High,Neutral,Survey,2025-06-05
FDBK00000316,PROJ000130,USR000132,Complaint,Application freezes frequently.,Critical,Positive,Web,2025-03-14
FDBK00000317,PROJ000218,USR000631,Question,How do I archive projects?,Critical,Neutral,Support Ticket,2026-02-22
FDBK00000318,PROJ000138,USR000536,Improvement,Improve application performance.,Medium,Neutral,Support Ticket,2024-08-24
FDBK00000319,PROJ000037,USR000670,Question,Is API access available?,Medium,Positive,Support Ticket,2026-02-14
FDBK00000320,PROJ000155,USR000604,Improvement,Simplify navigation menus.,High,Neutral,Web,2026-07-20
FDBK00000321,PROJ000153,USR000278,Feature Request,Add dark mode support.,High,Positive,Web,2025-08-22
FDBK00000322,PROJ000166,USR000725,Feature Request,Support multilingual interface.,Critical,Negative,Survey,2025-05-20
FDBK00000323,PROJ000139,USR000147,Bug Report,Dashboard takes too long to load.,Medium,Negative,Web,2024-08-25
FDBK00000324,PROJ000129,USR000276,Improvement,Reduce loading times.,Low,Positive,Email,2025-07-27
FDBK00000325,PROJ000212,USR000512,Question,How do I archive projects?,Critical,Neutral,Web,2026-01-21
FDBK00000326,PROJ000166,USR000310,Feature Request,Enable custom dashboard widgets.,High,Neutral,Email,2026-02-08
FDBK00000327,PROJ000239,USR000718,Praise,Very intuitive interface.,High,Positive,Mobile,2026-04-04
FDBK00000328,PROJ000228,USR000758,Bug Report,Search results are inaccurate.,Low,Positive,Support Ticket,2025-09-23
FDBK00000329,PROJ000156,USR000665,Praise,Great collaboration features.,High,Neutral,Web,2026-03-17
FDBK00000330,PROJ000056,USR000595,Feature Request,Add dark mode support.,Critical,Neutral,Mobile,2024-11-27
FDBK00000331,PROJ000046,USR000339,Improvement,Improve application performance.,Medium,Positive,Mobile,2025-06-10
FDBK00000332,PROJ000128,USR000687,Improvement,Simplify navigation menus.,Medium,Negative,Web,2024-08-07
FDBK00000333,PROJ000216,USR000306,Praise,Excellent dashboard experience.,Medium,Negative,Mobile,2024-11-20
FDBK00000334,PROJ000138,USR000310,Feature Request,Integrate with Slack notifications.,High,Positive,Mobile,2025-10-10
FDBK00000335,PROJ000006,USR000320,Complaint,Too many unnecessary notifications.,High,Neutral,Support Ticket,2025-06-26
FDBK00000336,PROJ000038,USR000449,Praise,Great collaboration features.,High,Neutral,Survey,2024-11-03
FDBK00000337,PROJ000074,USR000161,Praise,Great collaboration features.,Critical,Negative,Survey,2025-01-09
FDBK00000338,PROJ000001,USR000307,Feature Request,Add dark mode support.,Low,Negative,Email,2025-11-22
FDBK00000339,PROJ000204,USR000646,Praise,Great collaboration features.,High,Neutral,Mobile,2024-08-21
FDBK00000340,PROJ000053,USR000105,Praise,AI suggestions are extremely useful.,Low,Positive,Support Ticket,2024-12-11
FDBK00000341,PROJ000237,USR000565,Complaint,Support response is too slow.,High,Positive,Email,2025-04-18
FDBK00000342,PROJ000175,USR000492,Feature Request,Provide export to PDF option.,High,Negative,Support Ticket,2025-07-22
FDBK00000343,PROJ000070,USR000622,Praise,Fast and reliable platform.,High,Neutral,Email,2025-09-22
FDBK00000344,PROJ000009,USR000088,Question,Can I restore deleted tickets?,Low,Negative,Support Ticket,2026-04-05
FDBK00000345,PROJ000241,USR000573,Improvement,Simplify navigation menus.,Low,Negative,Email,2025-06-09
FDBK00000346,PROJ000038,USR000028,Complaint,Too many unnecessary notifications.,Medium,Neutral,Support Ticket,2026-02-11
FDBK00000347,PROJ000248,USR000200,Feature Request,Add dark mode support.,Critical,Negative,Support Ticket,2025-01-15
FDBK00000348,PROJ000242,USR000199,Praise,AI suggestions are extremely useful.,Low,Positive,Survey,2026-03-16
FDBK00000349,PROJ000062,USR000684,Feature Request,Add dark mode support.,Low,Neutral,Support Ticket,2026-02-26
FDBK00000350,PROJ000020,USR000041,Question,How do I archive projects?,Low,Negative,Email,2025-09-14
FDBK00000351,PROJ000135,USR000114,Praise,Great collaboration features.,High,Positive,Email,2024-11-30
FDBK00000352,PROJ000204,USR000626,Question,How do permissions work?,Critical,Positive,Web,2024-12-23
FDBK00000353,PROJ000179,USR000164,Praise,Great collaboration features.,High,Neutral,Support Ticket,2025-05-19
FDBK00000354,PROJ000167,USR000277,Praise,AI suggestions are extremely useful.,High,Negative,Web,2025-10-30
FDBK00000355,PROJ000087,USR000217,Complaint,Support response is too slow.,Low,Negative,Support Ticket,2026-05-07
FDBK00000356,PROJ000125,USR000310,Feature Request,Enable custom dashboard widgets.,Low,Negative,Mobile,2025-12-17
FDBK00000357,PROJ000114,USR000462,Complaint,Application freezes frequently.,Low,Positive,Email,2024-08-22
FDBK00000358,PROJ000117,USR000736,Praise,Great collaboration features.,High,Positive,Email,2025-12-08
FDBK00000359,PROJ000030,USR000446,Complaint,Workflow is confusing.,Critical,Neutral,Email,2025-01-25
FDBK00000360,PROJ000056,USR000304,Feature Request,Add dark mode support.,High,Positive,Email,2026-06-18
FDBK00000361,PROJ000024,USR000105,Complaint,Workflow is confusing.,Medium,Neutral,Survey,2024-12-14
FDBK00000362,PROJ000136,USR000655,Complaint,Too many unnecessary notifications.,Critical,Positive,Email,2025-10-30
FDBK00000363,PROJ000197,USR000606,Improvement,Enhance dashboard usability.,Low,Negative,Web,2025-03-28
FDBK00000364,PROJ000244,USR000130,Praise,Fast and reliable platform.,Low,Neutral,Survey,2026-07-05
FDBK00000365,PROJ000100,USR000687,Praise,Great collaboration features.,Low,Positive,Web,2025-08-10
FDBK00000366,PROJ000178,USR000285,Question,Where can I export analytics?,High,Positive,Mobile,2025-01-15
FDBK00000367,PROJ000151,USR000275,Praise,Fast and reliable platform.,Medium,Neutral,Survey,2026-01-15
FDBK00000368,PROJ000019,USR000347,Complaint,Workflow is confusing.,Medium,Neutral,Survey,2026-05-24
FDBK00000369,PROJ000120,USR000283,Improvement,Optimize search experience.,High,Positive,Survey,2025-06-19
FDBK00000370,PROJ000221,USR000111,Question,Is API access available?,Low,Neutral,Survey,2025-04-23
FDBK00000371,PROJ000090,USR000576,Feature Request,Integrate with Slack notifications.,Medium,Positive,Web,2025-02-04
FDBK00000372,PROJ000112,USR000199,Complaint,Support response is too slow.,High,Negative,Email,2025-04-16
FDBK00000373,PROJ000210,USR000126,Question,Where can I export analytics?,Medium,Negative,Web,2025-08-14
FDBK00000374,PROJ000173,USR000399,Improvement,Optimize search experience.,Low,Negative,Support Ticket,2026-01-11
FDBK00000375,PROJ000080,USR000779,Praise,Fast and reliable platform.,Medium,Neutral,Survey,2024-08-27
FDBK00000376,PROJ000084,USR000148,Complaint,Support response is too slow.,Low,Neutral,Survey,2024-11-09
FDBK00000377,PROJ000222,USR000559,Bug Report,Search results are inaccurate.,Low,Negative,Survey,2024-11-11
FDBK00000378,PROJ000250,USR000506,Feature Request,Enable custom dashboard widgets.,Medium,Negative,Email,2026-02-01
FDBK00000379,PROJ000030,USR000593,Question,Where can I export analytics?,Low,Neutral,Support Ticket,2025-10-31
FDBK00000380,PROJ000180,USR000164,Improvement,Optimize search experience.,Critical,Positive,Email,2024-12-20
FDBK00000381,PROJ000234,USR000010,Praise,Excellent dashboard experience.,High,Negative,Web,2026-01-11
FDBK00000382,PROJ000063,USR000250,Complaint,Too many unnecessary notifications.,Low,Neutral,Email,2026-03-11
FDBK00000383,PROJ000240,USR000561,Question,Where can I export analytics?,High,Neutral,Support Ticket,2026-04-22
FDBK00000384,PROJ000072,USR000356,Question,How do permissions work?,Low,Negative,Mobile,2024-11-05
FDBK00000385,PROJ000135,USR000208,Bug Report,Dashboard takes too long to load.,High,Neutral,Web,2025-04-28
FDBK00000386,PROJ000117,USR000155,Praise,Very intuitive interface.,High,Positive,Survey,2025-08-25
FDBK00000387,PROJ000156,USR000296,Praise,Great collaboration features.,Critical,Neutral,Survey,2026-03-12
FDBK00000388,PROJ000092,USR000749,Feature Request,Add dark mode support.,Medium,Neutral,Email,2026-02-28
FDBK00000389,PROJ000146,USR000577,Improvement,Improve application performance.,High,Negative,Mobile,2026-05-25
FDBK00000390,PROJ000198,USR000118,Feature Request,Support multilingual interface.,High,Positive,Survey,2026-05-11
FDBK00000391,PROJ000238,USR000245,Bug Report,Application crashes while generating reports.,High,Positive,Survey,2025-07-03
FDBK00000392,PROJ000181,USR000109,Bug Report,Notification emails are duplicated.,High,Positive,Survey,2024-09-28
FDBK00000393,PROJ000041,USR000213,Improvement,Optimize search experience.,Low,Positive,Support Ticket,2025-08-31
FDBK00000394,PROJ000193,USR000206,Complaint,Workflow is confusing.,High,Positive,Survey,2025-01-21
FDBK00000395,PROJ000166,USR000310,Improvement,Improve application performance.,Medium,Negative,Survey,2026-05-31
FDBK00000396,PROJ000147,USR000498,Feature Request,Integrate with Slack notifications.,Low,Negative,Email,2026-01-21
FDBK00000397,PROJ000122,USR000305,Feature Request,Add dark mode support.,High,Positive,Support Ticket,2025-09-06
FDBK00000398,PROJ000144,USR000276,Improvement,Enhance dashboard usability.,Medium,Neutral,Web,2026-01-06
FDBK00000399,PROJ000046,USR000729,Improvement,Simplify navigation menus.,Low,Negative,Email,2026-05-04
FDBK00000400,PROJ000138,USR000655,Complaint,Reports are difficult to understand.,Low,Neutral,Survey,2025-11-21
FDBK00000401,PROJ000188,USR000182,Question,How do permissions work?,Medium,Positive,Web,2025-03-01
FDBK00000402,PROJ000059,USR000489,Feature Request,Support multilingual interface.,Critical,Positive,Web,2026-04-23
FDBK00000403,PROJ000063,USR000798,Improvement,Enhance dashboard usability.,Critical,Positive,Survey,2025-05-25
FDBK00000404,PROJ000241,USR000103,Improvement,Optimize search experience.,Medium,Negative,Support Ticket,2026-01-21
FDBK00000405,PROJ000071,USR000024,Complaint,Workflow is confusing.,Critical,Negative,Survey,2026-07-12
FDBK00000406,PROJ000106,USR000223,Bug Report,Notification emails are duplicated.,Low,Positive,Support Ticket,2026-03-24
FDBK00000407,PROJ000167,USR000239,Improvement,Optimize search experience.,Medium,Neutral,Mobile,2025-07-02
FDBK00000408,PROJ000247,USR000638,Bug Report,Search results are inaccurate.,Critical,Negative,Web,2024-12-15
FDBK00000409,PROJ000056,USR000176,Bug Report,Login page becomes unresponsive after timeout.,High,Neutral,Email,2025-09-18
FDBK00000410,PROJ000050,USR000788,Praise,AI suggestions are extremely useful.,Critical,Neutral,Mobile,2026-03-09
FDBK00000411,PROJ000107,USR000249,Feature Request,Add dark mode support.,Medium,Positive,Email,2025-06-22
